TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,AUTUMN_ONSET,AUTUMN_GATE_SHARPNESS,WINTER_WIDTH,WINTER_RISE_WIDTH,WINTER_FALL_WIDTH,AUTUMN_WIDTH,AUTUMN_RISE_WIDTH,AUTUMN_FALL_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH,SUMMER_RISE_WIDTH,SUMMER_FALL_WIDTH,SCALE,YEAR_END_WEIGHT,YEAR_END_PEAK,YEAR_END_WIDTH,YEAR_END_RISE_WIDTH,YEAR_END_FALL_WIDTH
2026-05-06 21:48:25,blue_tit_observed.csv,0.6197552924240066850014521931,1.215,2.761,1.349,0.085,0.223,0.019,2.85,11.39,10.84,9.192,11.118,2.592,19.643,5.240,0.353,10.126,0.037,7.19,12.352,11.631,13.073,1.383,0.256,12.081,50.184,86.259,14.108
2026-05-06 21:48:25,blue_tit_observed.csv,0.7836147293274566808178238641,1.011,2.128,2.387,0.395,0.203,0.019,3.41,11.61,9.91,8.774,16.534,16.958,16.109,1.617,1.696,1.538,0.031,7.49,6.848,8.92,4.775,1.574,0.13,12.223,80.122,147.534,12.709
2026-05-06 21:48:26,blue_tit_observed.csv,0.5856283810884946809078825476,1.046,1.66,1.892,0.397,0.593,0.027,4.38,11.87,9.69,7.737,16.392,15.363,17.421,9.554,9.526,9.583,0.044,6.31,9.905,6.061,13.749,1.551,0.189,12.237,94.564,175.71,13.417
2026-05-06 21:48:26,blue_tit_observed.csv,1.984525563089559962506747838,1.048,1.873,3.803,0.316,0.552,0.034,2.64,1.38,8.85,7.466,14.608,15.359,13.856,7.404,9.838,4.971,0.008,8.17,11.439,11.396,11.482,0.893,0.106,12.281,114.797,214.648,14.946
2026-05-06 21:48:26,blue_tit_observed.csv,0.4837805747471845650832506506,1.132,2.758,2.029,0.119,0.215,0.031,2.11,11.49,10.14,3.163,6.246,8.313,4.179,8.530,11.431,5.63,0.153,7.49,3.651,6.889,0.413,1.736,0.293,12.261,49.437,83.538,15.336
2026-05-06 21:48:27,blue_tit_observed.csv,0.1514222445695956636782872262,1.011,2.732,5.195,0.202,0.457,0.004,3.71,11.12,9.47,2.766,2.012,1.972,2.053,6.138,11.193,1.083,0.237,7.04,7.686,8.347,7.026,1.521,0.137,12.264,74.678,134.336,15.019
2026-05-06 21:48:27,blue_tit_observed.csv,1.144172846452505702665200532,0.844,0.874,5.441,0.534,0.215,0.012,3.8,1.16,10.71,10.724,10.946,12.344,9.549,7.454,4.768,10.141,0.009,7.34,10.930,8.819,13.042,1.752,0.227,12.296,79.154,153.208,5.099
2026-05-06 21:48:27,blue_tit_observed.csv,0.3908229992198602760317950186,0.877,1.56,2.441,0.468,0.176,0.0,3.17,11.73,10.79,7.923,11.816,6.837,16.794,10.762,13.481,8.044,0.197,6.53,6.421,11.66,1.182,1.104,0.326,12.092,85.509,166.645,4.373
2026-05-06 21:48:27,blue_tit_observed.csv,0.5606699285505579193921007994,1.06,2.906,5.991,0.371,0.268,0.015,3.41,12.0,10.38,6.396,3.353,3.006,3.7,8.610,8.563,8.657,0.148,6.84,5.824,1.907,9.742,1.407,0.065,12.016,114.566,221.267,7.864
2026-05-06 21:48:28,blue_tit_observed.csv,0.4093133557599767048212465430,1.077,1.387,2.767,0.443,0.276,0.002,3.84,11.92,8.41,9.24,15.550,17.670,13.431,10.940,10.436,11.443,0.148,6.89,7.978,6.34,9.615,1.519,0.231,12.209,123.641,232.737,14.545
