TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,WINTER_WIDTH,WINTER_RISE_WIDTH,WINTER_FALL_WIDTH,AUTUMN_WIDTH,AUTUMN_RISE_WIDTH,AUTUMN_FALL_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH,SUMMER_RISE_WIDTH,SUMMER_FALL_WIDTH,SCALE
2026-05-06 09:39:20,dunnock_observed.csv,1.606028068836696653847820837,1.031,3.654,4.856,0.317,0.66,0.094,3.42,10.69,3.234,4.345,2.123,10.440,7.875,13.006,0.022,9.1,7.378,9.006,5.751,0.922
2026-05-06 09:39:21,dunnock_observed.csv,1.130111455253704492861109902,0.532,1.25,1.744,0.093,0.003,0.339,1.99,11.06,10.352,7.362,13.343,2.249,0.431,4.067,0.212,9.79,1.286,1.137,1.436,1.586
2026-05-06 09:39:21,dunnock_observed.csv,1.364411358387822301712709064,0.617,0.951,4.746,0.149,0.666,0.173,3.24,11.15,9.882,11.058,8.705,6.424,12.188,0.66,0.16,9.44,0.670,0.573,0.767,1.127
2026-05-06 09:39:21,dunnock_observed.csv,2.020489462125979371079372474,0.592,1.561,1.134,0.296,0.605,0.027,3.94,11.48,9.594,13.944,5.245,2.118,1.998,2.237,0.097,10.23,3.746,5.26,2.231,0.817
2026-05-06 09:39:21,dunnock_observed.csv,0.4655217986064924811231128498,0.918,1.82,4.471,0.284,0.749,0.015,3.66,10.52,10.552,5.57,15.533,5.908,7.226,4.589,0.247,10.12,10.538,10.762,10.314,1.529
2026-05-06 09:39:22,dunnock_observed.csv,1.432292413399504076089571741,0.713,0.665,3.106,0.054,0.188,0.356,1.9,11.82,8.839,4.345,13.333,9.479,12.712,6.246,0.219,7.99,9.473,10.567,8.379,1.416
2026-05-06 09:39:22,dunnock_observed.csv,0.6736090705894896067243837242,0.567,2.525,0.931,0.103,0.315,0.442,2.89,11.69,10.642,10.811,10.474,9.324,5.154,13.495,0.167,9.4,9.717,5.727,13.707,1.05
2026-05-06 09:39:22,dunnock_observed.csv,1.200375824712745400595813113,0.766,1.236,2.918,0.12,0.204,0.373,3.41,10.59,7.337,5.132,9.542,8.362,10.577,6.147,0.086,10.19,5.758,4.88,6.636,1.584
2026-05-06 09:39:23,dunnock_observed.csv,1.151144300531487223054630360,1.006,0.73,4.117,0.204,0.552,0.135,3.55,1.31,3.826,4.302,3.351,3.342,3.157,3.526,0.043,9.51,9.976,9.732,10.221,1.165
2026-05-06 09:39:23,dunnock_observed.csv,0.5813272622425784273995416201,0.68,2.326,4.919,0.13,0.568,0.364,3.49,11.21,6.460,3.835,9.084,7.182,9.241,5.123,0.118,9.16,5.873,6.697,5.049,1.636
2026-05-06 09:39:23,dunnock_observed.csv,1.403128622912259959088477856,0.818,3.722,3.04,0.121,0.359,0.121,3.27,1.29,16.156,18.156,14.155,4.790,3.406,6.175,0.066,10.1,7.242,4.097,10.386,1.161
2026-05-06 09:39:24,dunnock_observed.csv,0.6497062814841879564208252029,0.794,2.174,1.685,0.44,0.318,0.424,4.28,11.42,18.354,20.000,16.708,8.248,6.276,10.22,0.214,10.23,6.079,1.04,11.118,1.25
2026-05-06 09:39:24,dunnock_observed.csv,0.6757062229258892300446701843,1.101,2.725,4.655,0.083,0.638,0.418,3.83,11.37,2.019,2.989,1.049,3.547,3.832,3.262,0.249,9.26,8.012,12.589,3.436,1.134
2026-05-06 09:39:24,dunnock_observed.csv,0.7418172086084886180031163186,0.554,0.57,4.01,0.296,0.608,0.332,1.82,11.84,1.454,1.242,1.667,7.732,7.626,7.837,0.075,9.59,6.346,10.384,2.309,1.229
2026-05-06 09:39:24,dunnock_observed.csv,1.190526876247865174281316360,1.0,1.212,0.731,0.351,0.224,0.035,2.2,1.31,13.838,15.027,12.648,6.719,5.910,7.528,0.097,10.0,7.492,7.566,7.417,1.125
2026-05-06 09:39:25,dunnock_observed.csv,1.039002765480518206012539605,1.049,2.077,5.098,0.226,0.06,0.09,1.99,10.8,3.784,0.816,6.751,7.700,4.547,10.852,0.222,8.92,10.352,7.303,13.401,1.488
2026-05-06 09:39:25,dunnock_observed.csv,0.5449111342217070886059223119,0.552,1.442,2.274,0.244,0.512,0.434,2.98,1.15,8.350,13.517,3.184,3.206,2.539,3.873,0.113,8.21,7.042,9.018,5.065,1.216
2026-05-06 09:39:25,dunnock_observed.csv,2.373320973920434163497320019,0.581,2.802,4.566,0.311,0.05,0.249,2.84,1.25,5.674,9.965,1.384,7.150,5.448,8.851,0.052,9.87,10.803,8.736,12.87,1.528
2026-05-06 09:39:26,dunnock_observed.csv,2.817356633369408812801952029,1.064,1.081,2.567,0.331,0.025,0.398,3.28,10.88,6.192,6.896,5.488,4.610,5.219,4.002,0.078,10.04,5.380,7.131,3.63,0.831
2026-05-06 09:39:26,dunnock_observed.csv,0.9654639846636410491666676294,1.078,3.004,4.138,0.255,0.101,0.426,4.25,11.48,6.352,1.92,10.784,8.849,4.548,13.15,0.221,8.87,7.610,1.689,13.532,1.332
2026-05-06 09:39:26,dunnock_observed.csv,0.5164829996826917256098706635,0.55,3.132,4.343,0.455,0.22,0.064,3.44,11.36,15.245,11.56,18.93,6.230,6.245,6.214,0.153,8.37,12.505,13.015,11.995,1.079
2026-05-06 09:39:27,dunnock_observed.csv,0.8397155578615573667012822955,0.881,3.122,1.485,0.124,0.429,0.419,2.54,10.89,13.581,12.466,14.696,7.740,13.979,1.502,0.235,10.02,4.816,1.521,8.112,1.447
2026-05-06 09:39:27,dunnock_observed.csv,1.428371249156767109991975444,1.036,1.425,2.051,0.091,0.488,0.09,2.04,10.96,11.446,18.304,4.588,6.766,10.27,3.263,0.247,7.68,6.922,0.924,12.92,1.791
2026-05-06 09:39:27,dunnock_observed.csv,0.7186789168666019735069892500,0.71,3.703,4.167,0.424,0.005,0.413,2.8,11.38,15.979,16.909,15.049,6.519,6.928,6.11,0.182,9.19,7.604,12.638,2.57,1.252
2026-05-06 09:39:27,dunnock_observed.csv,1.350609559749241111428343494,1.074,3.173,2.228,0.174,0.18,0.311,1.61,1.4,7.184,6.001,8.368,9.236,10.34,8.131,0.23,10.34,5.924,8.673,3.176,0.935
2026-05-06 09:39:28,dunnock_observed.csv,0.3334497721066714151209953375,0.684,3.197,2.753,0.448,0.296,0.066,3.75,11.09,10.977,13.0,8.954,3.708,1.878,5.538,0.194,9.74,10.376,10.113,10.638,1.518
2026-05-06 09:39:28,dunnock_observed.csv,0.9072258702301936724167634958,1.093,0.637,3.841,0.1,0.681,0.194,4.32,10.61,2.622,2.934,2.310,11.064,11.778,10.349,0.141,9.76,6.811,11.924,1.698,1.744
