TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,WINTER_WIDTH,AUTUMN_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH,SCALE
2026-05-05 17:55:04,goldfinch_observed.csv,1.306555373336912027230293722,1.023,0.883,1.827,0.106,0.554,0.175,11.63,11.43,4.303,5.003,0.274,8.24,4.184,0.835
2026-05-05 17:55:05,goldfinch_observed.csv,0.5624007669672214356322739992,0.743,1.139,2.361,0.217,1.125,0.31,2.06,10.74,2.248,4.511,0.241,9.2,4.856,1.089
2026-05-05 17:55:05,goldfinch_observed.csv,0.9000375784334139099787111973,1.641,0.243,1.017,0.195,0.409,0.133,1.3,11.76,4.993,5.047,0.229,7.52,4.411,1.72
2026-05-05 17:55:05,goldfinch_observed.csv,1.037122681177329035701606914,1.863,1.087,2.073,0.112,0.913,0.215,2.18,11.88,3.136,5.664,0.213,9.29,1.722,1.072
2026-05-05 17:55:06,goldfinch_observed.csv,0.8151904428005220595827329091,0.683,1.377,1.702,0.205,1.184,0.093,2.41,1.2,4.77,4.446,0.07,8.01,2.282,1.68
2026-05-05 17:55:06,goldfinch_observed.csv,0.5873579372016808752563267555,1.015,0.815,2.301,0.466,0.466,0.197,1.46,11.6,1.533,2.148,0.146,9.13,1.576,1.135
2026-05-05 17:55:06,goldfinch_observed.csv,0.7458771137830434723790702399,1.37,0.586,1.59,0.428,0.906,0.13,2.21,11.29,3.223,3.937,0.076,9.08,1.49,1.382
2026-05-05 17:55:07,goldfinch_observed.csv,1.062272166588260362965490230,1.065,0.861,1.589,0.278,0.587,0.085,11.9,1.04,1.612,5.992,0.013,9.77,2.86,0.901
2026-05-05 17:55:07,goldfinch_observed.csv,0.8312470737469640333980486464,0.679,0.444,1.722,0.054,0.713,0.142,1.9,1.14,1.833,1.78,0.033,10.21,1.297,0.856
2026-05-05 17:55:07,goldfinch_observed.csv,0.7653659943235973867709976355,1.879,0.73,1.065,0.508,0.856,0.171,11.84,10.95,2.346,4.252,0.26,9.42,1.613,1.62
2026-05-05 17:55:07,goldfinch_observed.csv,0.5589766782517563605994022741,1.173,1.195,2.368,0.353,0.965,0.009,1.58,11.3,2.847,2.677,0.247,10.07,2.937,1.41
2026-05-05 17:55:08,goldfinch_observed.csv,0.6107102515639371895194865668,1.182,1.05,1.755,0.375,0.577,0.141,1.15,10.95,1.748,2.61,0.231,9.86,2.468,1.388
2026-05-05 17:55:08,goldfinch_observed.csv,0.4035874811852097891370819566,0.881,1.383,1.55,0.392,0.649,0.078,1.13,10.81,2.693,5.517,0.314,9.3,3.843,1.095
2026-05-05 17:55:08,goldfinch_observed.csv,0.6518052602235268186676983442,0.992,1.481,1.67,0.386,0.15,0.166,11.69,10.96,3.971,4.899,0.319,8.53,1.031,1.304
2026-05-05 17:55:09,goldfinch_observed.csv,0.3477210235127991346735029796,0.998,1.458,0.363,0.407,0.104,0.087,1.98,10.52,3.731,4.907,0.319,8.92,4.861,1.5
2026-05-05 17:55:09,goldfinch_observed.csv,0.8434208081645941302464978492,1.005,1.328,0.886,0.112,0.456,0.195,11.57,1.46,4.055,3.977,0.052,9.22,1.159,1.786
2026-05-05 17:55:09,goldfinch_observed.csv,0.9839787969352731251333570697,1.565,0.636,2.294,0.165,0.688,0.122,1.87,12.0,3.977,3.322,0.154,10.03,4.818,1.253
2026-05-05 17:55:09,goldfinch_observed.csv,0.5384142071647224668363899783,0.621,0.541,0.968,0.435,0.402,0.306,2.22,10.52,2.233,5.509,0.065,10.14,2.925,1.732
2026-05-05 17:55:10,goldfinch_observed.csv,0.4340590358457423700315692932,0.986,1.378,0.304,0.107,0.662,0.235,1.21,1.37,3.459,4.364,0.254,9.57,2.073,1.302
2026-05-05 17:55:10,goldfinch_observed.csv,0.9103030803072738091347518583,1.434,0.894,1.148,0.333,0.439,0.336,2.43,11.03,4.414,3.998,0.058,7.75,1.329,1.122
2026-05-05 17:55:10,goldfinch_observed.csv,1.065471232461967757756234886,0.902,0.803,2.069,0.349,0.616,0.053,1.69,10.65,4.691,4.673,0.032,9.66,4.191,1.576
2026-05-05 17:55:11,goldfinch_observed.csv,0.5393981606342855997669132664,0.744,0.878,0.764,0.072,0.539,0.04,1.77,11.94,1.969,1.074,0.166,9.91,2.13,1.378
2026-05-05 17:55:11,goldfinch_observed.csv,0.8898063511205865909019647450,0.829,0.746,2.254,0.11,0.681,0.083,1.56,1.47,3.214,2.111,0.297,8.64,2.489,1.143
2026-05-05 17:55:11,goldfinch_observed.csv,0.7205165189596540829277595670,1.108,1.109,2.173,0.515,1.141,0.211,1.38,10.99,3.718,4.77,0.22,8.26,1.728,1.239
2026-05-05 17:55:11,goldfinch_observed.csv,1.063521589897862110096660963,1.718,0.395,0.468,0.14,0.094,0.169,2.12,11.31,1.447,4.138,0.048,10.07,4.755,1.204
2026-05-05 17:55:12,goldfinch_observed.csv,0.9401678690910331413724937481,0.6,1.071,1.807,0.174,0.022,0.116,2.36,1.33,3.68,3.326,0.082,8.39,4.433,1.106
2026-05-05 17:55:12,goldfinch_observed.csv,0.9674186690290002332329445792,0.552,1.095,2.49,0.401,0.604,0.067,1.1,10.56,3.006,1.65,0.053,8.82,4.389,1.122
