TIMESTAMP,OBSERVED,SCORE,INITIAL_Y,GROWTH_RATE,DECAY_RATE,BASELINE,WINTER_WEIGHT,AUTUMN_WEIGHT,WINTER_PEAK,AUTUMN_PEAK,AUTUMN_ONSET,AUTUMN_GATE_SHARPNESS,WINTER_WIDTH,WINTER_RISE_WIDTH,WINTER_FALL_WIDTH,AUTUMN_WIDTH,AUTUMN_RISE_WIDTH,AUTUMN_FALL_WIDTH,SUMMER_DIP,SUMMER_LOW,SUMMER_WIDTH,SUMMER_RISE_WIDTH,SUMMER_FALL_WIDTH,SCALE,YEAR_END_WEIGHT,YEAR_END_PEAK,YEAR_END_WIDTH,YEAR_END_RISE_WIDTH,YEAR_END_FALL_WIDTH
2026-05-06 21:53:34,great_tit_observed.csv,0.9766200366609990748248339831,1.07,0.729,1.573,0.198,0.237,0.05,3.36,11.9,10.42,2.486,15.179,18.208,12.15,1.852,3.3,0.405,0.036,7.4,10.148,9.813,10.482,1.004,0.16,12.287,125.662,239.788,11.537
2026-05-06 21:53:34,great_tit_observed.csv,1.255542832468594542094440738,0.684,3.86,3.553,0.205,0.711,0.01,4.83,10.91,10.04,4.027,6.408,6.715,6.102,8.811,8.059,9.563,0.104,9.36,5.558,5.290,5.825,0.853,0.31,12.188,122.584,239.514,5.654
2026-05-06 21:53:34,great_tit_observed.csv,0.4599533514027485848763319459,0.872,3.384,0.834,0.37,0.348,0.038,4.55,1.44,9.57,4.371,5.597,5.009,6.185,6.881,6.871,6.891,0.155,8.57,11.572,11.769,11.375,0.816,0.028,12.154,79.063,150.309,7.817
2026-05-06 21:53:35,great_tit_observed.csv,0.5808996083308670923546411340,0.699,1.109,2.903,0.367,0.093,0.01,4.42,1.35,9.85,4.631,10.809,7.135,14.483,7.604,7.769,7.438,0.169,7.43,8.175,2.609,13.741,1.233,0.33,12.255,67.106,120.24,13.972
2026-05-06 21:53:35,great_tit_observed.csv,0.6863504996513291442656953056,0.927,2.261,2.489,0.324,0.113,0.007,4.09,10.91,9.53,11.824,12.106,19.976,4.236,8.272,8.839,7.706,0.029,8.6,7.462,3.914,11.01,1.436,0.256,12.176,85.099,156.186,14.012
2026-05-06 21:53:35,great_tit_observed.csv,1.189328099378532026502038626,0.975,2.949,2.926,0.309,0.105,0.013,4.62,11.82,11.25,9.818,10.646,14.975,6.317,6.558,5.977,7.139,0.145,7.85,8.031,9.955,6.107,0.804,0.29,12.209,102.754,195.954,9.555
2026-05-06 21:53:36,great_tit_observed.csv,0.7221435840186376111325558323,0.703,0.503,0.99,0.261,0.499,0.008,3.56,11.85,9.49,2.611,16.532,13.386,19.679,9.194,4.673,13.715,0.222,7.32,13.592,14.000,13.183,1.687,0.237,12.213,105.545,203.201,7.889
2026-05-06 21:53:36,great_tit_observed.csv,0.9057510907798205722967138734,0.72,2.84,2.732,0.254,0.026,0.018,4.88,10.69,9.73,2.775,16.396,18.384,14.408,9.730,13.685,5.776,0.246,7.41,6.681,7.597,5.765,0.802,0.036,12.001,121.936,234.065,9.807
2026-05-06 21:53:36,great_tit_observed.csv,0.7164832911688935986546546376,0.657,1.293,3.195,0.252,0.659,0.036,3.93,10.68,10.45,5.618,15.070,13.987,16.154,11.176,13.356,8.995,0.201,6.63,11.982,13.956,10.008,1.584,0.055,12.224,92.932,170.2,15.663
2026-05-06 21:53:37,great_tit_observed.csv,0.5787602420774733406123207022,1.097,0.366,2.028,0.269,0.255,0.039,4.51,11.44,10.37,9.302,11.102,11.822,10.382,12.678,12.585,12.77,0.171,6.99,2.590,0.668,4.513,1.35,0.327,12.29,63.644,114.956,12.331
